countryCode2,countryCode3,age,gender,ruralUrban,educationLevel,fullTime,children,basicIncomeAwareness,basicIncomeVote,basicIncomeEffect,basicIncomeArgumentsFor,basicIncomeArgumentsAgainst,ageGroup,weight 
DE,DEU,33,male,urban,medium,no,no,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,|It creates more equality of opportunity || It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,26_39,1.575.492.722
DE,DEU,22,male,urban,low,yes,no,I understand it fully,I would probably vote for it,‰Û_ stop working,It creates more equality of opportunity,It is impossible to finance,14_25,1.633.432.409
DE,DEU,51,male,rural,low,yes,yes,I know something about it,I would vote for it,A basic income would not affect my work choices,|It creates more equality of opportunity || It reduces anxiety about financing basic needs|,|It might encourage people to stop working || Only the people who need it most should get something from the state|,40_65,0.283357037
DE,DEU,34,female,rural,high,no,yes,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,|It reduces anxiety about financing basic needs || It creates more equality of opportunity || It increases appreciation for household work and volunteering|,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || It is impossible to finance || Only the people who need it most should get something from the state|,26_39,0.489851457
DE,DEU,41,female,urban,medium,no,yes,I have never heard of it,I would vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility || It increases appreciation for household work and volunteering || It creates more equality of opportunity|,|It is impossible to finance || It might encourage people to stop working|,40_65,2.789.594.291
DE,DEU,49,female,urban,medium,no,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working,40_65,2.789.594.291
DE,DEU,47,female,urban,medium,yes,no,I have never heard of it,I would vote against it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility|,|It is against the principle of linking merit and reward || Only the people who need it most should get something from the state || It is impossible to finance || It increases dependence on the state || It might encourage people to stop working|,40_65,2.789.594.291
DE,DEU,47,female,urban,low,yes,yes,I know something about it,I would probably vote against it,A basic income would not affect my work choices,|It encourages financial independence and self-responsibility || It reduces anxiety about financing basic needs || It creates more equality of opportunity || It increases appreciation for household work and volunteering || It increases solidarity because it is funded by everyone || It reduces bureaucracy and administrative expenses|,|It is impossible to finance || Only the people who need it most should get something from the state || It might encourage people to stop working || It is against the principle of linking merit and reward || It increases dependence on the state|,40_65,1.024.038.845
DE,DEU,18,male,rural,low,no,no,I understand it fully,I would probably vote for it,‰Û_ gain additional skills,|It encourages financial independence and self-responsibility || It creates more equality of opportunity|,It is impossible to finance,14_25,0.724700341
DE,DEU,32,male,urban,medium,yes,yes,I know something about it,I would probably vote for it,‰Û_ work less,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,26_39,1.575.492.722
DE,DEU,23,female,urban,high,no,no,I know something about it,I would probably vote against it,‰Û_ work as a freelancer,|It creates more equality of opportunity || It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility|,|Foreigners might come to my country and take advantage of the benefit || It increases dependence on the state || It is against the principle of linking merit and reward|,14_25,0.414450605
