countryCode2,countryName,age,gender,ruralUrban,educationLevel,fullTime,children,basicIncomeAwareness,basicIncomeVote,basicIncomeEffect,basicIncomeArgumentsFor,basicIncomeArgumentsAgainst,ageGroup,weight
DE,Germany,52,female,urban,low,no,no,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It creates more equality of opportunity || It increases appreciation for household work and volunteering|,|It is impossible to finance || Foreigners might come to my country and take advantage of the benefit|,40_65,1.024.038.845
DE,Germany,40,male,urban,high,yes,no,I know something about it,I would probably vote for it,None of the above,|It reduces bureaucracy and administrative expenses || It increases solidarity because it is funded by everyone|,It is impossible to finance,40_65,1.402.554.168
DE,Germany,25,female,rural,NA,no,no,I have heard just a little about it,I would probably vote against it,None of the above,|It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses || It increases appreciation for household work and volunteering|,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || It is against the principle of linking merit and reward || It increases dependence on the state|,14_25,0.260275125
DE,Germany,26,female,urban,no,no,no,I know something about it,I would probably vote against it,‰Û_ gain additional skills,It reduces bureaucracy and administrative expenses,It increases dependence on the state,26_39,0.484098735
DE,Germany,40,male,urban,medium,yes,yes,I understand it fully,I would vote for it,‰Û_ do more volunteering work,|It creates more equality of opportunity || It encourages financial independence and self-responsibility|,|Only the people who need it most should get something from the state || Foreigners might come to my country and take advantage of the benefit|,40_65,1.607.255.464
DE,Germany,22,female,urban,medium,yes,yes,I understand it fully,I would probably vote against it,‰Û_ look for a different job,|It creates more equality of opportunity || It increases appreciation for household work and volunteering|,Foreigners might come to my country and take advantage of the benefit,14_25,1.139.429.094
DE,Germany,50,male,urban,medium,yes,yes,I know something about it,I would vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state|,40_65,1.607.255.464
DE,Germany,45,male,rural,no,no,no,I know something about it,I would probably vote for it,‰Û_ gain additional skills,It creates more equality of opportunity,It might encourage people to stop working,40_65,0.283357037
DE,Germany,39,male,urban,high,yes,yes,I know something about it,I would vote for it,‰Û_ do more volunteering work,|It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses|,|It might encourage people to stop working || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit|,26_39,1.106.201.007
DE,Germany,52,female,rural,low,no,yes,I know something about it,I would vote for it,A basic income would not affect my work choices,|It creates more equality of opportunity || It encourages financial independence and self-responsibility|,|It is impossible to finance || It might encourage people to stop working|,40_65,0.454332421
DE,Germany,54,female,rural,low,yes,yes,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,None of the above,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is impossible to finance|,40_65,0.454332421
DE,Germany,25,male,urban,high,yes,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It increases solidarity because it is funded by everyone || It reduces bureaucracy and administrative expenses || It creates more equality of opportunity || It reduces anxiety about financing basic needs|,|It might encourage people to stop working || It is impossible to finance || It is against the principle of linking merit and reward|,14_25,0.355091006
